country,name,NASA_Carbon_Stock_t_C_ha,CO2_Mitigated_t_ha,Carbon_Value_USD_ha,Elevation_m,Mean_Temp_C,Annual_Precip_mm
USA,Silver Bay Power,0.0,0.0,0.0,226,4.3,725.0
USA,Bay Front,1.57798828125,5.7912169921875,1100.3312285156248,194,4.7,782.0
USA,M L Hibbard,1.3097154998779297,4.8066558845520015,913.2646180648803,179,4.5,712.0
USA,Rapids Energy Center,3.293672099113464,12.087776603746413,2296.6775547118186,392,3.6,691.0
USA,Clay Boswell,22.114950103759764,81.16186688079833,15420.754707351682,396,3.5,689.0
USA,Allen S King,3.6621265125274656,13.440004300975799,2553.600817185402,205,7.300000000000001,774.0
USA,Southeast Steam Plant,8.610225048065185,31.59952592639923,6003.909926015854,251,7.2,739.0
USA,Sherburne County,6.851286211013794,25.144220394420625,4777.401874939918,293,6.300000000000001,733.0
USA,Hibbing,0.0,0.0,0.0,456,3.0,679.0
USA,American Crystal Sugar Hillsboro,5.373444375991821,19.720540859889983,3746.9027633790965,273,4.6000000000000005,514.0
USA,American Crystal Sugar Crookston,26.895001640319823,98.70465601997375,18753.884643795012,268,4.1000000000000005,519.0
USA,American Crystal Sugar East Grand Forks,10.703197383880614,39.28073439884185,7463.339535779952,253,4.1000000000000005,501.0
USA,Hoot Lake,12.507390556335448,45.90212334175109,8721.403434932708,373,5.1000000000000005,600.0
USA,Big Stone,0.26473265707492827,0.9715688514649867,184.59808177834748,340,6.4,572.0
USA,Spiritwood Station,2.8183330440521237,10.343282271671294,1965.2236316175458,450,4.6000000000000005,480.0
USA,R M Heskett,1.739804925918579,6.385084078121185,1213.1659748430252,507,5.4,414.0
USA,Milton R Young,0.7905227065086364,2.9012183328866956,551.2314832484722,604,4.800000000000001,438.0
USA,Coal Creek,0.9523670291900634,3.495186997127533,664.0855294542313,585,5.0,433.0
USA,Stanton,5.64810842514038,20.728557920265196,3938.426004850387,514,5.300000000000001,417.0
USA,Leland Olds,1.1310470914840698,4.150942825746536,788.6791368918418,522,5.300000000000001,419.0
USA,Lewis & Clark,5.873559398651123,21.555962993049622,4095.6329686794284,587,6.1000000000000005,349.0
USA,Antelope Valley,0.7456640994548798,2.736587244999409,519.9515765498877,594,5.300000000000001,426.0
USA,Coyote,11.224856433868407,41.19522311229705,7827.0923913364395,588,5.5,429.0
USA,Dry Fork Station,1.3857038593292235,5.08553316373825,966.2513011102676,1295,6.9,393.0
USA,Neil Simpson II,0.5597094821929931,2.0541337996482847,390.28542193317406,1353,6.800000000000001,392.0
USA,Wygen 1,0.5597094821929931,2.0541337996482847,390.28542193317406,1353,6.800000000000001,392.0
USA,Wyodak,0.5597094821929931,2.0541337996482847,390.28542193317406,1353,6.800000000000001,392.0
USA,Wygen 2,0.5597094821929931,2.0541337996482847,390.28542193317406,1353,6.800000000000001,392.0
USA,Wygen III,0.5597094821929931,2.0541337996482847,390.28542193317406,1353,6.800000000000001,392.0
USA,Colstrip,3.1850927114486693,11.689290251016617,2220.965147693157,990,7.2,378.0
USA,Colstrip Energy LP,1.8019662690162657,6.613216207289695,1256.5110793850422,955,7.300000000000001,363.0
USA,Hardin Generator Project,1.0065547513961792,3.6940559376239777,701.8706281485557,881,8.200000000000001,354.0
USA,Transalta Centralia Generation,17.954812545776367,65.89416204299927,12519.890788169861,124,10.4,1220.0
USA,Amalgamated Sugar Twin Falls,3.613336338996887,13.260944364118574,2519.579429182529,1161,9.3,241.0
USA,Boardman,3.1765941047668456,11.658100364494324,2215.0390692539213,208,11.9,229.0
USA,Healy,0.0,0.0,0.0,0,-3.3000000000000003,389.0
USA,AES Hawaii,1.9499866008758544,7.156450825214385,1359.7256567907332,9,24.1,380.0
USA,TS Power Plant,0.4983362340927124,1.8288939791202543,347.4898560328483,1414,9.1,217.0
USA,North Valmy,0.5407474660873413,1.9845432005405423,377.0632081027031,1361,9.5,211.0
USA,Argus Cogen Plant,0.7374870955944061,2.7065776408314703,514.2497517579793,531,19.200000000000003,92.0
USA,Reid Gardner,2.330728931427002,8.553775178337096,1625.2172838840484,501,19.700000000000003,115.0
USA,Big Cajun 2,10.96692693710327,40.248621859169,7647.23815324211,13,19.1,1540.0
USA,Henderson,0.0,0.0,0.0,40,17.3,1384.0
USA,White Bluff,48.640933685302734,178.51222662506103,33917.3230587616,97,16.7,1283.0
USA,Dolet Hills,54.77149116516113,201.01137257614135,38192.160789466856,77,17.900000000000002,1274.0
USA,Ashdown,13.130199184417723,48.18783100681304,9155.687891294478,105,17.2,1241.0
USA,John W Turk Jr Power Plant,1.836569836139679,6.740211298632621,1280.6401467401981,100,17.2,1272.0
USA,Welsh,15.491775093078612,56.854814591598505,10802.414772403716,111,17.8,1159.0
USA,Monticello,2.7266428470611572,10.006779248714446,1901.288057255745,118,17.400000000000002,1146.0
USA,Pirkey,35.658657455444335,130.8672728614807,24864.781843681332,118,18.0,1202.0
USA,Martin Lake,3.5617499017715453,13.07162213950157,2483.6082065052983,100,18.1,1187.0
USA,Brame Energy Center,0.0,0.0,0.0,34,19.0,1420.0
USA,R S Nelson,0.0,0.0,0.0,13,19.6,1434.0
USA,W A Parish,0.0,0.0,0.0,29,20.3,1151.0
USA,Coleto Creek,4.522905988693237,16.59906497850418,3153.8223459157944,39,21.400000000000002,867.0
USA,Fayette Power Project,4.143397178649902,15.206267645645141,2889.190852672577,123,20.1,1002.0
USA,Sandow No 5,0.06250297605991363,0.22938592213988301,43.583325206577776,148,19.5,903.0
USA,Sandow No 4,2.5442523622512816,9.337406169462204,1774.1071721978187,152,19.5,905.0
USA,Oak Grove (TX),5.412839488983154,19.865120924568178,3774.3729756679536,136,19.3,953.0
USA,Major Oak Power,2.851807527542114,10.466133626079557,1988.5653889551158,133,19.5,921.0
USA,Limestone,8.574480743408202,31.4683443283081,5978.985422378539,138,19.0,995.0
USA,Gibbons Creek,4.093944749832153,15.024777231884002,2854.7076740579605,83,19.700000000000003,1052.0
USA,Big Brown,2.8293397045135498,10.383676715564727,1972.8985759572981,104,19.0,1008.0
USA,Hugo,4.302655792236328,15.790746757507323,3000.2418839263914,148,16.900000000000002,1196.0
USA,Sandy Creek Energy Station,1.3274624848365784,4.871787319350243,925.639590676546,147,19.200000000000003,866.0
USA,Oklaunion,0.6730740845203399,2.4701818901896475,469.334559136033,374,16.900000000000002,670.0
USA,J K Spruce,0.8427005791664123,3.092711125540733,587.6151138527392,156,20.900000000000002,679.0
USA,J T Deely,0.8427005791664123,3.092711125540733,587.6151138527392,156,20.900000000000002,679.0
USA,San Miguel,1.3461022257804869,4.940195168614387,938.6370820367334,103,21.200000000000003,653.0
USA,Apache Station,0.7306730377674102,2.6815700486063956,509.4983092352152,1275,16.3,325.0
USA,Harrington,0.8202909696102142,3.010467858469486,571.9888931092023,1087,14.0,496.0
USA,Tolk,0.6511538827419281,2.389734749662876,454.04960243594644,1146,14.0,448.0
USA,Holcomb,1.080542001724243,3.965589146327972,753.4619378023147,898,12.100000000000001,463.0
USA,Lamar Plant,0.42837400555610655,1.572132600390911,298.7051940742731,1170,11.4,373.0
USA,Trinidad (CO),3.82368049621582,14.032907421112059,2666.252410011291,1827,10.4,363.0
USA,Martin Drake,1.542705090045929,5.661727680468559,1075.7282592890263,1825,9.3,406.0
USA,Ray D Nixon,1.5798849534988402,5.798177779340743,1101.6537780747412,1672,10.100000000000001,373.0
USA,Comanche (CO),0.7740136682987213,2.840630162656307,539.7197309046984,1477,11.3,317.0
USA,Escalante,1.2857019662857054,4.718526216268539,896.5199810910224,2104,9.600000000000001,277.0
USA,Coronado,0.27822325110435486,1.0210793315529823,194.00507299506663,1772,11.200000000000001,278.0
USA,Springerville,0.513867073059082,1.8858921581268309,358.31951004409785,2124,8.700000000000001,349.0
USA,Cholla,0.7451416909694671,2.7346700058579443,519.5873011130094,1527,13.100000000000001,228.0
USA,Navajo,3.0046118974685667,11.02692566370964,2095.115876104832,1339,14.100000000000001,83.0
USA,Nucla,5.105971679687499,18.73891606445312,3560.394052246093,1731,9.3,322.0
USA,Four Corners,0.31361034691333767,1.1509499731719492,218.68049490267035,1634,11.100000000000001,222.0
USA,San Juan,1.4762592577934264,5.417871476101874,1029.395580459356,1625,11.0,230.0
USA,Hayden,0.0,0.0,0.0,1978,5.4,452.0
USA,Craig (CO),0.9289531111717224,3.4092579180002214,647.7590044200421,1957,5.6000000000000005,435.0
USA,Bonanza,17.41314105987549,63.90622768974304,12142.183261051177,1540,8.4,223.0
USA,Hunter,1.6808504223823546,6.168721050143241,1172.0569995272158,1721,8.700000000000001,206.0
USA,Intermountain Power Project,0.27836654365062713,1.0216052151978015,194.1049908875823,1433,10.3,201.0
USA,Huntington,0.0,0.0,0.0,1964,7.2,274.0
USA,Sunnyside Cogen Associates,8.184733085632324,30.03797042427063,5707.214380611419,1987,7.4,291.0
USA,Tronox,8.78303804397583,32.2337496213913,6124.412428064346,1909,5.2,193.0
USA,Naughton,0.6222235238552093,2.283560332548618,433.8764631842374,2115,3.4000000000000004,259.0
USA,Jim Bridger,4.5156514358520505,16.572440769577025,3148.763746219635,2039,5.2,205.0
USA,Dave Johnston,0.7204246652126312,2.6439585213303562,502.3521190527677,1512,8.4,319.0
USA,Laramie River Station,11.555310840606689,42.40799078502655,8057.518249155044,1391,8.700000000000001,328.0
USA,Colorado Energy Nations Company,4.582471761703491,16.81767136545181,3195.3575594358445,1781,9.3,420.0
USA,Valmont,0.7025238823890686,2.5782626483678817,489.8699031898975,1597,9.8,410.0
USA,Cherokee,0.6438904213905334,2.363077846503258,448.984790835619,1574,10.200000000000001,392.0
USA,Pawnee,0.6253235173225402,2.2949373085737226,436.0380886290073,1311,9.9,349.0
USA,Rawhide,0.6216558444499969,2.2814769491314886,433.4806203349828,1726,8.0,368.0
USA,Gerald Gentleman,1.618320300579071,5.93923550312519,1128.4547455937861,954,9.0,478.0
USA,Southern Minnesota Beet Sugar,1.574521470069885,5.7784937951564785,1097.913821079731,325,6.4,650.0
USA,Archer Daniels Midland Columbus,5.074207181930542,18.62234035768509,3538.244667960167,434,10.0,706.0
USA,Lon Wright,28.516003570556638,104.65373310394286,19884.209289749142,358,10.200000000000001,766.0
USA,George Neal South,23.74296588897705,87.13668481254577,16555.970114383697,323,9.3,691.0
USA,George Neal North,23.74296588897705,87.13668481254577,16555.970114383697,323,9.3,691.0
USA,Walter Scott Jr Energy Center,0.0,0.0,0.0,297,10.200000000000001,779.0
USA,North Omaha,5.525261526107788,20.277709800815582,3852.7648621549606,300,10.3,766.0
USA,Nebraska City,24.90196060180664,91.39019540863036,17364.13712763977,280,10.700000000000001,840.0
USA,Archer Daniels Midland Lincoln,0.0,0.0,0.0,350,10.600000000000001,758.0
USA,Sheldon,2.6950350046157836,9.890778466939926,1879.247908718586,434,10.600000000000001,765.0
USA,Platte,1.2800169920921325,4.697662360978126,892.5558485858439,571,10.100000000000001,659.0
USA,Whelan Energy Center,4.069717636108399,14.935863724517823,2837.8141076583865,582,10.3,688.0
MAR,Centrale Thermique de Jerada 2,25.673292808532715,94.22098460731506,17901.98707538986,1046,14.100000000000001,341.0
KAZ,Pavlodar TPP-1,0.0,0.0,0.0,130,2.2,281.0
KAZ,Petropavlovsk TPP-2,0.0,0.0,0.0,137,1.2000000000000002,356.0
JPN,Reihoku,0.0,0.0,0.0,7,0.0,0.0
JPN,Shin Onoda,0.18992866724729537,0.697038208797574,132.43725967153907,5,0.0,0.0
JPN,Takehara,33.70608772277832,123.70134194259643,23503.254969093323,90,15.4,1263.0
JPN,Tachibanawan,20.232821922302247,74.25445645484925,14108.346726421358,14,0.0,0.0
JPN,Misumi,0.0,0.0,0.0,14,15.0,1663.0
JPN,Matsuura,17.58647579193115,64.54236615638732,12263.04956971359,7,0.0,0.0
JPN,Matsushima,13.22797451019287,48.546666452407834,9223.86662595749,10,0.0,0.0
JPN,Tomato-atsuma,5.122373647689819,18.799111287021635,3571.8311445341105,5,7.300000000000001,1098.0
JPN,Shinchi,9.998528175354004,36.69459840354919,6971.973696674347,5,12.600000000000001,1256.0
JPN,Maizuru,55.67071327209472,204.31151770858762,38819.18836463165,112,14.3,1911.0
JPN,Shinko Kobe,0.0,0.0,0.0,3,0.0,0.0
JPN,Hekinan,5.60930004119873,20.58613115119934,3911.3649187278743,5,0.0,0.0
JPN,Haramachi,15.840076103210448,58.13307929878234,11045.285066768645,13,12.4,1281.0
JPN,Nakoso,0.0,0.0,0.0,8,13.5,1398.0
JPN,Hitachinaka,4.066586771011353,14.924373449611664,2835.630955426216,4,0.0,0.0
CHN,Longkou Coal,1.723011095523834,6.32345072057247,1201.4556369087693,5,11.8,586.0
CHN,Shiliquan Coal,0.4683187007904053,1.7187296319007874,326.5586300611496,65,14.3,744.0
CHN,Wuhu - Huadian Coal,33.73267654418945,123.79892291717529,23521.795354263304,9,16.400000000000002,1182.0
CHN,Xinxiang - Qudong Coal,0.0,0.0,0.0,73,14.9,588.0
CHN,Xinxiang - Baoshan Coal,0.0,0.0,0.0,86,14.8,581.0
CHN,Zhangqiu,0.0,0.0,0.0,63,14.200000000000001,626.0
MYS,Janamanjung,0.0,0.0,0.0,1,0.0,0.0
MYS,Jimah Power,0.0,0.0,0.0,2,0.0,0.0
MYS,Tanjun Bin,2.009670705795288,7.375491490268706,1401.343383151054,3,26.700000000000003,2424.0
MYS,Tg. Bin Energy,2.009670705795288,7.375491490268706,1401.343383151054,3,26.700000000000003,2424.0
MYS,Mukah,0.0,0.0,0.0,10,26.900000000000002,3583.0
MYS,Sejingkat (including PPLS),6.567333555221557,24.102114147663116,4579.401688055992,8,27.0,4092.0
TWN,Taizhong Taichung,0.0,0.0,0.0,11,0.0,0.0
TWN,Hsinta (coal),9.791519050598144,35.93487491569518,6827.626233982085,1,24.0,1767.0
TWN,Mailao,0.0,0.0,0.0,12,0.0,0.0
BRA,Alunorte,0.0,0.0,0.0,22,26.900000000000002,2517.0
BRA,Cosipar,0.0,0.0,0.0,95,27.0,1838.0
BRA,Cosima,0.0,0.0,0.0,21,27.400000000000002,1838.0
BRA,Cosipa II,7.611579933166503,27.934498354721065,5307.554687397002,8,22.1,2562.0
BRA,Negro de Fumo,3.0563836765289305,11.216928092861174,2131.216337643623,5,22.1,2612.0
BRA,Presidente M�dici  A  B,0.5820408201217651,2.1360898098468777,405.85706387090676,223,17.6,1260.0
BRA,Candiota III,0.0,0.0,0.0,260,17.6,1274.0
BRA,Jorge Lacerda I e II,0.19094404131174086,0.700764631614089,133.1452800066769,10,20.0,1420.0
BRA,Jorge Lacerda III,0.19094404131174086,0.700764631614089,133.1452800066769,10,20.0,1420.0
BRA,Jorge Lacerda IV,0.19094404131174086,0.700764631614089,133.1452800066769,10,20.0,1420.0
BRA,TRT,8.994394073486328,33.009426249694826,6271.790987442017,411,20.900000000000002,1365.0
BRA,A�ominas,0.0,0.0,0.0,1044,19.0,1470.0
BRA,Metalsider,0.0,0.0,0.0,820,21.200000000000003,1365.0
BRA,Porto do Pec�m II,8.935218257904053,32.792251006507875,6230.527691236496,34,26.3,1192.0
BRA,Alumar,0.0,0.0,0.0,27,27.0,1757.0
BRA,Porto do Itaqui (Antiga Termomaranh�o),0.04415385074913501,0.1620446322493255,30.788480127371844,24,27.1,1896.0
AUS,Worsley,4.315597896575928,15.838244280433655,3009.2664132823943,300,14.700000000000001,944.0
AUS,Collie (Bluewaters),14.74645528793335,54.11949090671539,10282.703272275925,232,15.0,838.0
AUS,Collie A,30.468598403930663,111.81975614242553,21245.75366706085,242,14.9,823.0
AUS,Muja B,15.46495319366455,56.7563782207489,10783.71186194229,273,14.8,788.0
AUS,Muja A,15.46495319366455,56.7563782207489,10783.71186194229,273,14.8,788.0
AUS,Muja D,15.46495319366455,56.7563782207489,10783.71186194229,273,14.8,788.0
AUS,Muja C,15.46495319366455,56.7563782207489,10783.71186194229,273,14.8,788.0
AUS,Kwinana C,0.5245516824722289,1.9251046746730802,365.7698881878852,12,18.5,803.0
AUS,Kwinana A,0.5245516824722289,1.9251046746730802,365.7698881878852,12,18.5,803.0
AUS,Northern,0.0,0.0,0.0,8,18.6,258.0
AUS,Playford,0.0,0.0,0.0,2,18.6,257.0
AUS,Anglesea,14.200916500091552,52.11736355533599,9902.299075513838,22,14.0,634.0
AUS,Bayswater,25.673400382995602,94.22137940559386,17902.062087062834,179,17.2,661.0
AUS,Liddell,0.0,0.0,0.0,139,17.400000000000002,651.0
AUS,Redbank,15.887683181762695,58.307797277069085,11078.481482643127,80,17.7,663.0
AUS,Wallerawang C,19.113192291259764,70.14541570892334,13327.628984695435,884,12.3,807.0
AUS,Mt Piper,18.838104667663572,69.13584413032531,13135.81038476181,966,11.9,837.0
AUS,Yallourn,2.339180026054382,8.584790695619581,1631.1102321677204,73,13.5,834.0
AUS,Energy Brix,6.440026798248291,23.634898349571227,4490.6306864185335,85,13.200000000000001,776.0
AUS,Hazelwood,1.9584291791915893,7.1874350876331325,1365.6126666502953,95,13.200000000000001,775.0
AUS,Loy Yang A,4.173335599899292,15.316141651630401,2910.0669138097765,116,13.200000000000001,745.0
AUS,Loy Yang B,1.5065310478210447,5.528968945503234,1050.5040996456144,144,12.8,814.0
AUS,Vales Point B,14.196780261993407,52.1021835615158,9899.414876688003,22,0.0,0.0
AUS,Eraring,16.145820655822753,59.2551618068695,11258.480743305205,36,17.8,1179.0
AUS,Tarong North,15.481503524780273,56.8171179359436,10795.252407829284,460,17.8,824.0
AUS,Tarong,13.999962921142577,51.37986392059326,9762.174144912718,476,17.8,823.0
AUS,Swanbank B,8.552852897644042,31.388970134353634,5963.904325527191,60,19.900000000000002,970.0
AUS,Millmerran,4.764723072052002,17.486533674430845,3322.4413981418606,438,18.1,655.0
AUS,Kogan Creek,13.577524280548095,49.82951410961151,9467.607680826186,340,19.200000000000003,647.0
AUS,Callide A,8.880201091766358,32.59033800678253,6192.164221288681,277,20.5,707.0
AUS,Callide B,28.15993209838867,103.34695080108641,19635.920652206416,234,20.5,702.0
AUS,Callide C,28.15993209838867,103.34695080108641,19635.920652206416,234,20.5,702.0
AUS,Gladstone,16.72900333404541,61.395442235946646,11665.134024829862,16,22.700000000000003,880.0
AUS,Stanwell,3.197004790306091,11.733007580423354,2229.271440280437,62,22.0,772.0
AUS,Collinsville,3.38833224773407,12.435179349184036,2362.684076344967,188,22.900000000000002,737.0
GBR,Kilroot,0.0,0.0,0.0,10,0.0,0.0
GBR,Aberthaw B,3.523507180213928,12.931271351385115,2456.941556763172,13,10.200000000000001,983.0
GBR,Cottam,0.0,0.0,0.0,7,9.600000000000001,590.0
GBR,Eggborough,0.0,0.0,0.0,15,9.5,608.0
GBR,West Burton,0.0,0.0,0.0,13,9.600000000000001,592.0
GBR,Ratcliffe,0.0,0.0,0.0,41,9.8,639.0
DOM,Itabo 2,0.0,0.0,0.0,19,26.1,1583.0
DOM,Barahona Carbon,0.5751502275466919,2.110801335096359,401.0522536683082,6,0.0,0.0
GTM,Las Palmas II,0.0,0.0,0.0,228,26.8,2862.0
GTM,San Jose,0.0,0.0,0.0,104,27.6,2289.0
GTM,Costa Sur,8.663057556152344,31.7934212310791,6040.750033905029,71,27.400000000000002,2334.0
GTM,Jaguar Energy,0.0,0.0,0.0,49,27.5,2095.0
CHL,PLANTA CURICO,0.0,0.0,0.0,217,14.0,808.0
IDN,PLTU Bilibili,4.233856544494628,15.538253518295285,2952.268168476104,421,25.0,2012.0
USA,Cargill Salt,0.38327304780483246,1.4066120854437352,267.2562962343097,179,8.700000000000001,793.0
USA,Western Sugar Coop - Torrington,1.0296508765220642,3.7788187168359757,717.9755561988354,1247,8.8,354.0
USA,Western Sugar Coop- Ft Morgan,1.7609480142593383,6.462679212331771,1227.9090503430366,1319,9.9,342.0
USA,Sidney MT Plant,0.5670536804199219,2.081087007141113,395.4065313568115,587,6.1000000000000005,353.0
IDN,PLTU Hendratna,4.233856544494628,15.538253518295285,2952.268168476104,421,25.0,2012.0
USA,Grand Ave Plant,27.086665267944333,99.4080615333557,18887.531691337583,268,13.0,955.0
USA,American Crystal Sugar Moorhead,13.021887836456298,47.790328359794614,9080.162388360977,275,5.1000000000000005,530.0
USA,Western Sugar Coop - Scottsbluff,0.3509911561012268,1.2881375428915023,244.74613314938543,1182,9.1,372.0
PRK,Chongjin Chemical Fiber,7.5229860877990715,27.609358942222592,5245.778199022292,6,7.9,667.0
USA,American Crystal Sugar Drayton,4.212604761123657,15.460259473323822,2937.449299931526,241,3.5,482.0
IND,BAMANIA CEMENT,26.5954390335083,97.60526125297545,18544.999638065336,442,25.3,777.0
IND,BELLARY HOTHUR,0.0,0.0,0.0,491,27.200000000000003,532.0
IND,KASRAWAD FACTORY,0.0,0.0,0.0,159,27.1,772.0
IND,CHANDRAPUR MANIKGHAR,0.0,0.0,0.0,250,27.1,1176.0
DEU,Kraftwerk,20.7827640914917,76.27274421577454,14491.821400997162,66,10.100000000000001,786.0
IND,KOPPAL HKMP,0.0,0.0,0.0,510,26.8,643.0
IND,KAMAL SPONGE,3.094915952682495,11.358341546344755,2158.0848938055037,334,25.200000000000003,1058.0
IND,BHANDARA STEEL MILL,6.646254663467407,24.391754614925382,4634.433376835823,269,27.0,1213.0
IND,MUL GRETA,5.349918737411499,19.6342017663002,3730.498335597038,195,27.200000000000003,1292.0
DEU,Fortuna Nord,20.7827640914917,76.27274421577454,14491.821400997162,66,10.100000000000001,786.0
IND,MURBAD PLANT,0.0,0.0,0.0,62,27.0,2856.0
IND,BELLARY JANKI,1.7478607964515684,6.414649122977256,1218.7833333656786,425,27.3,513.0
PRK,Hongnam Fertilizer,0.0,0.0,0.0,7,9.9,886.0
IND,BANSWARA CEMENT,10.426137561798095,38.26392485179901,7270.145721841812,177,27.0,807.0
USA,Utility Plants Section,0.0,0.0,0.0,0,-3.0,327.0
BRA,Figueira,5.188350858688354,19.041247651386257,3617.8370537633887,556,19.900000000000002,1361.0
BRA,S�o Jer�nimo,0.1848500880599022,0.678399823179841,128.8959664041698,30,19.6,1341.0
GTM,La Libertad,0.0,0.0,0.0,1293,21.1,1197.0
RUS,KANSK CHP,0.0,0.0,0.0,206,-0.8,327.0
USA,Radford Army Ammunition Plant,55.92205383300781,205.23393756713864,38994.44813775634,574,11.4,964.0
IND,LAKHERI CEMENT PLANT,9.821111888885497,36.04348063220977,6848.2613201198565,233,26.3,654.0
IND,DANAPUR BMM,0.0,0.0,0.0,512,26.900000000000002,646.0
CHN,Hami 1-4 Coal,2.4398623275756837,8.954294742202759,1701.3160010185243,796,9.700000000000001,45.0
IND,MANGLAM CEMENT,9.031440029144287,33.145384906959535,6297.623132322312,349,25.900000000000002,810.0
IND,GRACE INDUSTRIES,5.168788442611694,18.96945358438492,3604.1961810331345,211,27.200000000000003,1259.0
IDN,PLTU Keramasan,4.233856544494628,15.538253518295285,2952.268168476104,421,25.0,2012.0
IDN,PLTU Tello,0.0,0.0,0.0,7,26.3,2876.0
IND,SWASTIK KORBA,0.0,0.0,0.0,272,26.8,1392.0
CHN,Xinyuan Coal,0.0,0.0,0.0,6,15.3,1069.0
CHN,Funing Coal,2.055700922012329,7.544422383785247,1433.4402529191968,1,14.3,801.0
IND,KALLUR GRINDING,0.0,0.0,0.0,470,27.1,900.0
IND,PUNE MILL,6.267484083175659,23.001666585254668,4370.316651198387,546,25.8,515.0
IND,GHUGUS LMEL,0.0,0.0,0.0,196,27.400000000000002,1220.0
IND,BHIGWAN MILL,6.267484083175659,23.001666585254668,4370.316651198387,546,25.8,515.0
IDN,PLTU - Palu - Mpanau - Tawaeli,0.0,0.0,0.0,20,26.900000000000002,1432.0
IDN,PLTU Kupang,4.233856544494628,15.538253518295285,2952.268168476104,421,25.0,2012.0
IDN,PLTU Rancong,4.233856544494628,15.538253518295285,2952.268168476104,421,25.0,2012.0
IDN,PLTU Bukit Asam,0.0,0.0,0.0,55,26.8,3082.0
PHL,UPPC,0.0,0.0,0.0,9,27.3,2299.0
VNM,Nong Son,0.0,0.0,0.0,29,25.700000000000003,2009.0
USA,Willmar,4.244140663146973,15.57599623374939,2959.439284412384,345,6.1000000000000005,677.0
USA,General Chemical,0.41078961491584776,1.5075978867411612,286.44359848082064,1907,5.300000000000001,197.0
IND,KYMORE,5.519790468215942,20.257631018352505,3848.949893486976,394,25.0,1080.0
TUR,K�tahya,25.76500720977783,94.55757645988464,17965.939527378083,20,13.8,1086.0
IND,MUDHOL CEMENT,0.0,0.0,0.0,572,25.1,636.0
CHN,Kunshan Coal,0.0,0.0,0.0,4,15.4,1073.0
CHN,Suzhou - APP Coal,1.7379704451560973,6.378351533722877,1211.8867914073467,6,15.5,1058.0
CHN,803 Coal,3.5347305583953856,12.972461149311066,2464.7676183691024,1461,7.9,64.0
CHN,Kashi 1-4 Coal,7.654810523986816,28.093154623031616,5337.699378376007,1296,12.100000000000001,69.0
IDN,PLTU Embalut - Tanjung Batu,0.0,0.0,0.0,5,26.8,2102.0
IND,MANIKGARH CEMENT,0.0,0.0,0.0,250,27.1,1176.0
IND,RATIJA TPP,7.324528684616088,26.881020272541043,5107.393851782798,330,26.400000000000002,1391.0
POL,Mondi ?wiecie,0.0,0.0,0.0,46,7.6000000000000005,541.0
POL,Czechnica,8.304473323822021,30.47741709842682,5790.709248701096,122,8.5,551.0
POL,Zak?ady Chemiczne Police SA,0.0,0.0,0.0,7,8.700000000000001,542.0
CHN,Jinjiang Coal,0.0,0.0,0.0,2,0.0,0.0
CHN,Juijiang - Sinopec Coal,0.0,0.0,0.0,39,17.3,1443.0
CHN,Changshu - UPM Coal,0.0,0.0,0.0,6,15.4,1068.0
CHN,Hengshan Coal,9.3535036277771,34.32735831394196,6522.1980796489715,6,15.4,1057.0
CHN,Jiaozuo - Wuzhi Coal,0.0,0.0,0.0,94,14.700000000000001,596.0
CHN,Yonghao Coal,0.0,0.0,0.0,1075,6.9,417.0
CHN,Baotou - Steel Coal,0.47063956379890437,1.727247199141979,328.176967836976,1069,6.5,301.0
CHN,Qunsheng Coal,5.345419435501098,19.61768932828903,3727.3609723749155,666,12.9,550.0
CHN,Xiangfan - Dongfeng Coal,1.4489586520195006,5.317678252911567,1010.3588680531977,87,16.1,846.0
CHN,Shuicheng Mine Coal,0.0,0.0,0.0,1685,13.8,1043.0
CHN,Shihezi - Tianye 1-4 Coal,5.439503164291382,19.96297661294937,3792.96555646038,419,9.8,138.0
CHN,Shihezi - Tianye 5-6 Coal,5.439503164291382,19.96297661294937,3792.96555646038,419,9.8,138.0
CHN,Bei'an Coal,2.8588930988311767,10.492137672710419,1993.5061578149796,244,0.9,527.0
CHN,Ulanhot - Huaneng Coal,0.06530260145664214,0.23966054734587666,45.53550399571657,272,4.2,425.0
CHN,Yakeshi Coal,3.334186658859253,12.236465038013458,2324.928357222557,674,-1.7000000000000002,423.0
IND,DAHANU FRESNEL,7.366805896759033,27.03617764110565,5136.873751810073,222,26.400000000000002,193.0
PRK,December 12th Power plant,0.0,0.0,0.0,14,10.100000000000001,943.0
IDN,PLTU Sulawesi Selatan - Barru/FTP1,0.0,0.0,0.0,9,26.700000000000003,2498.0
IDN,PLTU Perak,0.0,0.0,0.0,7,27.1,1670.0
IDN,PLTU Priok 3 & 4,0.0,0.0,0.0,0,27.6,1802.0
VNM,Ninh Binh,12.209382400512695,44.80843340988159,8513.602347877502,8,24.3,1771.0
KAZ,Pavlodar CHP-2,0.0,0.0,0.0,145,2.2,282.0
DEU,Grubenheizkraftwerk,10.536574401855468,38.669228054809565,7347.1533304138175,103,9.0,490.0
DEU,Kraftwerk Dessau,2.7075228309631347,9.936608789634704,1887.9556700305939,63,9.200000000000001,501.0
POL,Adam�w,10.795797481536864,39.62057675724029,7527.909583875656,108,8.5,517.0
TUR,Seyit�mer,2.2105005741119386,8.112537106990814,1541.3820503282548,1162,9.600000000000001,646.0
